time,stock_price,akpr,t_akpr,a_akpr,b_akpr,icln1,icln2,icln3,icln4,icln5,icln6,icln7,icln8,icln9,icln10
2023-06-08 11:00:15,0.0,1.41646,0.6756,0.0,0.0,0.0,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:17,-0.00146,1.31731,0.65919,0.0,0.0,-0.00146,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:19,0.00292,3.02855,0.90685,473.0,0.0,0.00292,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:21,0.00292,2.27052,0.92331,-122.0,0.0,0.00292,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:23,0.00146,2.32105,0.92851,0.0,-1201.0,0.00146,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:25,0.00146,1.6808,0.92767,0.0,1000.0,0.00146,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:26,0.0,0.81038,0.66881,-29.0,0.0,0.0,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:28,0.00146,1.47718,0.8525,-152.0,-5.0,0.00146,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:30,0.00146,1.53156,0.86459,-479.0,0.0,0.00146,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:32,0.00146,1.37328,0.83957,1970.0,0.0,0.00146,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:34,0.0,1.22332,0.81458,12476.0,-44285.0,0.0,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:36,0.0,1.24589,0.81445,100.0,-590.0,0.0,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:38,0.0,1.21448,0.81012,0.0,2256.0,0.0,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:40,0.00146,1.02852,0.79849,403.0,1145.0,0.00146,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:41,0.00292,1.25659,0.80922,0.0,282.0,0.00292,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:43,0.00292,1.14924,0.80032,-100.0,38.0,0.00292,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:45,0.00292,1.14783,0.80087,0.0,-1.0,0.00292,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:47,0.00292,1.06712,0.78235,-11.0,0.0,0.00292,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:49,0.00146,0.67802,0.65259,0.0,0.0,0.00146,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:51,0.00439,1.31169,0.68544,-1.0,0.0,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:53,0.00292,1.24787,0.68398,175.0,9.0,0.00292,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:54,0.00292,1.32409,0.70328,9.0,0.0,0.00292,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:56,0.00439,1.14394,0.66831,-519.0,5.0,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:00:58,0.00439,0.99407,0.63918,88.0,4.0,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877,-0.01023,-0.01023
2023-06-08 11:01:00,0.00439,1.03139,0.68001,-29.0,0.0,0.00439,0.0,0.0,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:02,0.00439,1.19513,0.73194,-10.0,9.0,0.00439,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:04,0.00146,0.63222,0.68275,1000.0,0.0,0.00146,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:06,-0.00292,0.3429,0.54824,-100.0,0.0,-0.00292,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:08,-0.00292,0.46215,0.60443,0.0,1.0,-0.00292,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:10,-0.00292,0.37017,0.5641,10.0,0.0,-0.00292,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:12,-0.00146,0.31158,0.5321,0.0,28.0,-0.00146,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:13,0.00146,0.75719,0.71815,145.0,0.0,0.00146,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:15,0.00146,0.67909,0.68296,-1634.0,0.0,0.00146,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:17,0.0,0.29532,0.50359,0.0,500.0,0.0,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:19,0.0,0.1538,0.4475,-9813.0,0.0,0.0,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:21,-0.00146,0.19909,0.46372,6037.0,0.0,-0.00146,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:23,-0.00146,0.33761,0.53399,0.0,74.0,-0.00146,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:25,-0.00292,0.49275,0.57366,39.0,5.0,-0.00292,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:27,-0.00146,0.58395,0.6144,0.0,0.0,-0.00146,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:29,0.0,0.53876,0.59794,141.0,0.0,0.0,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:30,-0.00146,0.48516,0.57213,3.0,100.0,-0.00146,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
2023-06-08 11:01:32,0.00146,0.94609,0.7118,-10.0,35.0,0.00146,0.00439,0.00439,0.0,0.0,-0.00439,-0.00439,-0.00439,-0.00439,-0.00877
