time,stock_price,akpr,t_akpr,a_akpr,b_akpr,icln1,icln2,icln3,icln4,icln5,icln6,icln7,icln8,icln9,icln10
2023-05-16 13:30:25,0.0,0.19988,0.53065,0.0,194.0,0.0,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:27,0.0,0.1956,0.52774,0.0,0.0,0.0,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:29,-0.0015,0.27698,0.55817,0.0,0.0,-0.0015,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:31,0.0,0.2766,0.55811,0.0,0.0,0.0,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:32,0.0,0.28978,0.55808,-7.0,0.0,0.0,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:34,0.0,0.28475,0.5541,-3.0,0.0,0.0,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:36,-0.0015,0.29527,0.56497,727.0,400.0,-0.0015,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:38,-0.0015,0.4152,0.60877,402.0,0.0,-0.0015,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:40,-0.003,0.29581,0.49761,0.0,-129.0,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:42,-0.0015,0.30908,0.50197,0.0,19325.0,-0.0015,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:43,0.0,0.29798,0.49438,-445.0,19347.0,0.0,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:45,0.0,0.37278,0.55176,0.0,12.0,0.0,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:47,0.0,0.37188,0.5474,0.0,2.0,0.0,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:49,-0.0015,0.21378,0.36713,420.0,0.0,-0.0015,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:51,-0.0015,0.35194,0.54616,0.0,14.0,-0.0015,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:53,-0.003,0.30878,0.42718,0.0,0.0,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:55,-0.0015,0.56719,0.47142,0.0,1670.0,-0.0015,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:56,-0.003,0.55768,0.46691,0.0,150.0,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:30:58,-0.003,0.49772,0.45574,0.0,10.0,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751,0.00601,0.00901
2023-05-16 13:31:00,-0.003,0.47054,0.4689,0.0,10.0,-0.003,-0.0015,0.0,0.0,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:02,-0.003,0.46642,0.4689,144.0,0.0,-0.003,-0.0015,0.0,0.0,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:04,-0.003,0.45187,0.47409,100.0,0.0,-0.003,-0.0015,0.0,0.0,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:05,-0.0015,0.49731,0.47582,500.0,0.0,-0.0015,-0.0015,0.0,0.0,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:07,-0.003,0.5275,0.4779,-307.0,0.0,-0.003,-0.0015,0.0,0.0,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:09,-0.003,0.52794,0.47798,0.0,-290.0,-0.003,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:11,-0.003,0.54302,0.47743,0.0,1.0,-0.003,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:13,-0.003,0.38813,0.44724,0.0,200.0,-0.003,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:15,-0.0015,0.47068,0.47427,0.0,-719.0,-0.0015,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:16,-0.003,0.47268,0.47473,0.0,50.0,-0.003,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:18,-0.003,0.46091,0.47561,0.0,1.0,-0.003,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:20,-0.0015,0.46445,0.47809,1.0,0.0,-0.0015,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:22,-0.00901,0.2366,0.36771,1.0,0.0,-0.00901,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:24,-0.00751,0.15569,0.28342,0.0,-115.0,-0.00751,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:26,-0.00751,0.2932,0.3278,0.0,-158.0,-0.00751,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:27,-0.00751,0.26275,0.31217,-53.0,-50.0,-0.00751,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:29,-0.00751,0.60255,0.29547,0.0,138.0,-0.00751,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:31,-0.00751,1.79664,0.43738,0.0,150.0,-0.00751,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:33,-0.00601,1.83234,0.43671,4.0,2.0,-0.00601,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:35,-0.00751,0.82188,0.36266,0.0,30.0,-0.00751,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:37,-0.00751,0.53484,0.34174,0.0,100.0,-0.00751,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:38,-0.0045,1.96371,0.4003,0.0,0.0,-0.0045,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:40,-0.0045,1.45434,0.41162,500.0,0.0,-0.0045,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:42,-0.0045,1.36619,0.47586,0.0,-9.0,-0.0045,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:44,-0.0045,1.37639,0.47448,0.0,0.0,-0.0045,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:46,-0.0045,1.18266,0.47657,0.0,-1368.0,-0.0045,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
2023-05-16 13:31:48,-0.00601,0.75402,0.35448,115.0,0.0,-0.00601,-0.0015,-0.003,-0.0015,0.0,0.003,0.003,0.00601,0.00601,0.00751
