time,stock_price,akpr,t_akpr,a_akpr,b_akpr,icln1,icln2,icln3,icln4,icln5,icln6,icln7,icln8,icln9,icln10
2023-06-02 09:30:12,523,1.7554463336875663,1.5852711892519489,-1610.0,0.0,523,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:14,522,1.1010259505129754,1.6222786520518584,0.0,-1.0,522,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:16,524,0.8967539089055064,1.1554517435574705,-210.0,-131.0,524,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:18,527,4.628087640135833,2.17047919188046,-19.0,0.0,527,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:20,528,4.019460262441198,2.264670675160638,-80.0,-12916.0,528,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:22,524,2.491716889393542,1.946367080881252,-534.0,-12974.0,524,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:24,525,1.6673893456470323,1.981647918688974,-10110.0,-101.0,525,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:25,526,4.136607932512415,2.6439505407986785,443.0,-101.0,526,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:27,525,2.5472735001214475,2.1215203686923307,0.0,9676.0,525,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:29,521,5.5372071227741335,1.7398028608409943,119.0,-6350.0,521,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:31,521,3.646028542597665,1.6008453276654897,-4.0,-6044.0,521,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:33,523,2.245719346585318,2.102882151772067,-2471.0,2250.0,523,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:35,523,2.238022741329273,2.013199561059728,-8.0,397.0,523,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:37,523,2.33854435091336,2.1556249277373105,-114.0,2117.0,523,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:39,524,1.454989847333985,1.659176639800266,1.0,-13706.0,524,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:41,523,1.1039368484971157,1.5256234762394605,-1.0,0.0,523,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:43,523,1.1192702744136134,1.5092264517747398,-618.0,-1537.0,523,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:45,524,5.946844759438463,1.3309922502075835,-1663.0,38749.0,524,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:47,519,1.0995705986360191,1.2180983401641807,299.0,591.0,519,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:49,521,1.4560444889909148,1.346767908882006,-1.0,1935.0,521,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:51,520,1.4207138677589233,1.3405128136714737,0.0,-94.0,520,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:53,520,0.1786101801171846,0.8551247487868242,5.0,-1073.0,520,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:55,520,0.1689394191978128,0.7429066574992819,187.0,800.0,520,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:57,520,0.176542859843115,0.7322144012350217,0.0,-625.0,520,520,520,520,520,523,523,510,510,520
2023-06-02 09:30:59,520,0.1177632321408418,0.6838434244070652,-1560.0,1090.0,520,520,520,520,520,523,523,510,510,520
2023-06-02 09:31:01,523,0.6071352828899309,1.0521203506278134,0.0,0.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:03,523,2.407362703681352,1.148373892744076,4365.0,-13720.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:05,523,1.1355032936898268,1.044341427161637,-9517.0,1796.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:07,524,1.1482950760099329,1.0444399721907132,0.0,-200.0,524,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:09,524,1.2683954827708246,1.0695136578911573,1706.0,-8.0,524,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:11,523,1.2699392611769391,1.0708658479713975,-1000.0,0.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:12,523,1.130931860555106,1.0497032359305989,0.0,-559.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:15,523,3.1197916666666665,1.5539321049436396,0.0,550.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:16,520,0.2692354019727245,0.8204500077175477,-45.0,43333.0,520,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:18,521,0.1151105744650763,0.7315882304307486,0.0,0.0,521,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:20,522,0.5037483012085167,0.8331367393614147,-1322.0,-1.0,522,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:22,521,0.4692156352168504,0.875617112184263,-339.0,-227.0,521,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:24,521,0.4740011102728709,0.8750340479305556,0.0,268.0,521,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:26,522,0.7870959408402493,0.978232429501624,-18.0,-16.0,522,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:28,522,0.7530771586037966,0.96419608744784,0.0,-1.0,522,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:30,521,0.5846044021415824,0.8754162855341332,-1.0,109.0,521,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:32,523,1.7355266955266957,1.0726122357986816,0.0,-12360.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:34,523,1.4053330086448317,1.038658627309191,0.0,120.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:36,523,1.3092700762473803,1.0215488935383863,2.0,-47.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:38,523,1.459520538839899,1.057446819387854,0.0,-25.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:40,523,1.36810847851818,0.9641655246991264,4763.0,2407.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:41,523,1.3441950622321974,0.9278569249816088,0.0,9144.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:43,524,1.3242031466536237,0.9035215871052088,0.0,35.0,524,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:45,523,1.355604707453468,0.8600322191577474,0.0,-1.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:47,524,1.3801431127012522,0.8628433996138343,-1.0,0.0,524,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:49,523,0.7072120044514114,0.8137693563154333,2.0,0.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:51,523,0.7570766794088576,0.828308941606563,0.0,0.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:53,523,0.7453926430316039,0.8394560892411932,-1.0,-60.0,523,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:55,519,0.4346248125847831,0.8850239671207264,8632.0,-10.0,519,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:57,521,0.4499333405397615,0.8901418424022483,-116.0,0.0,521,522,522,520,520,520,520,523,523,510
2023-06-02 09:31:59,521,0.5454580007601673,1.0124720412331032,-19843.0,4402.0,521,522,522,520,520,520,520,523,523,510
2023-06-02 09:32:01,520,1.6876623936360169,1.4536053715033284,0.0,-1.0,520,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:03,521,3.758435218875003,1.5661156230477198,1000.0,-1.0,521,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:05,520,2.066126823459363,1.566921398411154,-1131.0,30.0,520,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:07,522,2.2746959896507115,1.635678650288126,-1.0,2122.0,522,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:09,520,1.9296886117543564,1.5779188861135354,0.0,-4877.0,520,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:11,519,1.4816999027237354,1.222004304977408,0.0,10.0,519,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:13,522,6.690297797892975,1.7109882947082442,-100.0,3404.0,522,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:15,519,2.4590109475273687,1.7097263277304509,0.0,-3102.0,519,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:17,522,2.280823988368578,1.6583468100373775,0.0,801.0,522,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:19,520,2.296893262723481,1.6646092631420897,0.0,-99.0,520,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:21,521,3.804546949128658,1.5881224489795918,2200.0,0.0,521,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:23,522,2.145100389571472,1.5985043084034902,100.0,-2.0,522,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:25,518,0.3026266737866621,1.1326566751608862,-15674.0,354.0,518,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:27,519,1.892262749118692,1.2714905156449772,500.0,95.0,519,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:29,520,2.107498020479648,1.236481108045001,0.0,0.0,520,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:31,519,2.161694213793645,1.2344718998622843,0.0,10.0,519,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:32,520,2.061786555535423,1.2141306579194493,-638.0,5.0,520,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:34,520,2.0928710899615948,1.2397684682087335,0.0,-2.0,520,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:36,520,2.166118163297289,1.2615904507063571,0.0,44.0,520,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:38,520,1.6300543269278172,1.1578089818643305,0.0,5.0,520,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:40,519,2.2801191526919684,1.3096057231495843,0.0,0.0,519,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:42,518,2.0731917875060994,1.2293875630789168,0.0,0.0,518,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:44,517,0.6003481695646863,1.0903002337936616,-18981.0,0.0,517,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:46,515,0.3209460176052603,1.2327466827806732,952.0,-1.0,515,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:48,515,0.5123134644136647,1.6589392594289645,-340.0,62.0,515,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:50,515,0.7237788068253482,1.8945061485133383,0.0,-11619.0,515,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:52,513,0.9694674118896948,1.9610296184821976,0.0,-2727.0,513,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:54,512,0.7364895340873022,1.590612777053455,-18784.0,-3.0,512,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:56,513,0.3412543438689392,0.6785404604067019,-192.0,5919.0,513,520,520,522,522,520,520,520,520,523
2023-06-02 09:32:58,513,0.345392670157068,0.7952304195081629,-1.0,0.0,513,520,520,522,522,520,520,520,520,523
2023-06-02 09:33:00,512,0.6558812333460221,1.602479225825135,0.0,110.0,512,520,520,522,522,520,520,520,520,523
2023-06-02 09:33:01,512,0.6079128799749295,1.552764645104731,190.0,-501.0,512,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:03,512,0.670682525035032,1.543702364862163,-1803.0,1013.0,512,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:05,512,0.2030407776762419,0.5299793439064524,-117284.0,7043.0,512,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:07,512,0.1632793336747621,0.5017481186089822,0.0,11655.0,512,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:10,512,0.074290955270213,1.2465761237657291,-5835.0,0.0,512,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:12,511,0.0537094904860408,1.2546613937549254,0.0,-321.0,511,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:13,512,0.0581961471103327,1.5373172569706104,8967.0,2000.0,512,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:15,513,0.1843021760979828,0.8836976294696152,0.0,0.0,513,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:17,519,1.508493353028065,1.4051710458766975,0.0,0.0,519,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:19,518,0.9883397836657736,1.3290089985034883,0.0,69.0,518,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:21,514,0.5258119772948645,1.050078858195787,0.0,30383.0,514,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:23,517,7.863396971691903,1.5507961327548616,13.0,44.0,517,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:25,517,0.6036450596036088,1.3051153805693958,575.0,0.0,517,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:29,517,0.8692257878831486,1.3029141604886465,0.0,2237.0,517,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:31,518,0.4337169790639044,0.9920251559419184,0.0,0.0,518,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:33,518,2.676864762420468,1.3790010011796077,0.0,0.0,518,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:35,517,0.390182819934886,1.2056099989762776,0.0,0.0,517,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:37,518,2.08841948837703,1.3371820599254638,6357.0,-35482.0,518,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:39,517,0.4884004580076666,1.184156387456638,392.0,0.0,517,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:40,516,0.3563559791643577,1.028789067763695,-10958.0,0.0,516,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:42,517,0.4760420810679397,1.1035553092089634,0.0,1.0,517,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:44,518,1.360855241040812,1.0108032080440508,-204.0,0.0,518,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:46,518,1.383154071797737,1.0230402844141933,-50.0,-160.0,518,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:48,517,0.7623569727594819,1.017095098514723,0.0,-20.0,517,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:50,517,0.7642399094681253,1.0132195893459488,0.0,2.0,517,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:52,517,0.8397641062114747,1.041492936927389,0.0,1.0,517,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:54,516,0.764125324845972,0.9830115507529922,0.0,-309.0,516,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:56,516,0.3271172413793103,0.867090505607869,-11107.0,6872.0,516,513,512,520,520,522,522,520,520,520
2023-06-02 09:33:58,515,0.3866290513056029,0.947647940710568,500.0,0.0,515,513,512,520,520,522,522,520,520,520
2023-06-02 09:34:00,515,0.2673078334924014,0.5706712326511796,-10.0,0.0,515,513,512,512,512,520,520,522,522,520
2023-06-02 09:34:02,514,0.1446627986773972,0.4809995816137313,-279.0,0.0,514,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:04,513,0.1518081200306416,0.4892583390601047,0.0,-483.0,513,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:06,513,0.1517287813378747,0.491049296258516,0.0,0.0,513,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:08,513,0.1569275324162443,0.4924683174415972,1242.0,2148.0,513,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:10,515,0.2416258000166237,0.6450345731715975,0.0,100.0,515,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:12,516,0.3353356993251105,0.807859665786115,-200.0,0.0,516,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:14,516,0.357889652821183,0.8095522562886175,1960.0,679.0,516,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:16,518,0.3461894606880296,0.8048475836431227,-1993.0,0.0,518,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:18,516,0.5923434219878672,0.8370306699098374,0.0,-2.0,516,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:19,516,0.775716512252143,0.8558009947767985,0.0,2.0,516,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:21,517,0.7392622849362545,0.8422618499911052,0.0,97.0,517,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:23,517,0.9357228258044392,0.8850239493201484,0.0,0.0,517,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:25,517,0.7911984589276705,0.8467488789237668,-15.0,85.0,517,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:27,517,0.7628620168262706,0.925552579125776,0.0,4.0,517,515,515,513,512,520,520,522,522,520
2023-06-02 09:34:29,517,0.7174909180977543,0.8432053005802052,0.0,0.0,517,515,515,513,512,520,520,522,522,520
